Job ID,Job Title,Job Description,Job Qualifications
44164585,Jefe de Operaciones,"Definir la metodología de gestión de proyecto, implementarla y asegurarse que esta se utilice en la administración de proyectos.

Define Roles y responsabilidades a todo el personal del área de proyectos.

Asegurar que las mejores prácticas de gestión de proyectos sean definidas y adoptadas, esto incluye asegurar que los procesos, herramientas y estándares de gestión de proyectos estén definidos, documentados, medidos y continuamente mejorados.

Liderar la gestión de los diferentes servicios de acuerdo con las políticas, normas y estándares de seguridad del mandante.

Responsable de asignar los recursos humanos y materiales necesarios para la correcta ejecución de los servicios, poniendo énfasis en el uso eficiente de estos.

Responsable de gestionar e implementar todas aquellas herramientas necesarias para una correcta y adecuada reportabilidad de los servicios bajo su responsabilidad, cumpliendo al menos con lo establecido por Westfire.

Responsable de los resultados técnicos, económicos y comerciales de los proyectos bajo su responsabilidad.

Cumplir con la política de Seguridad (HSE) de Westfire.","Requisitos:
Ingeniero colegiado (Mecatrónico - Mecánico Eléctrico - Electrónico)
Ingles intermedio
Disponibilidad para viajar

Experiencia:
Como jefe de operaciones en empresas de rubro de construcción electromecánicas, de preferencia de sistemas contra incendio y seguridad electrónica.
Experiencia mínima en el puesto 5 años.
Experiencia como residente, supervisor, planeamiento y gestión de proyectos.

Conocimiento:
Gestión de proyecto, (Con Diplomado) Sistemas Contraincendios, Seguridad Electrónica, Automatización.
Gestión de Obras: Mecánica, Civil, Eléctrica, Instrumentación.
Gestión de Costos.Manejo de Personal: Ingenieros y Técnicos
Desarrollos de Ingeniería básica y de detalle
Análisis de Costos Unitarios
Lean Construction
Sistema de Gestion Integrado: Calidad, HSE, Medio Ambiente.
Normas de Construcción: NFPA, ASME, NEC, API
Software de Gestion de Proyectos: Primaver, Microsoft Project.
Microsoft Office – Intermedio"
44144421,ING. ELECTRONICO,"Planificar y realizar el mantenimiento y reparación de los equipos, revisando su funcionamiento y reemplazando las piezas deterioradas, generando reportes y documentación de la sección, guiándose por las políticas y procedimientos de QHSSE y generando reportes sobre el mantenimiento realizado y los repuestos utilizados, con la finalidad de garantizar el buen estado de los mismos y contribuir a alcanzar los objetivos de la línea.","Requisitos:
Ingeniero electrónico o sistemas.
Más de 3 años de experiencia en la industria de Petróleo
Amplios conocimiento en reparación de tarjetas electrónicas, circuitos eléctricos, instalaciones electrónicas, diagnostico de fallas, prueba de circuitos entre otros.
Inglés nivel intermedio
Lugar de residencia en Lima.
Disponibilidad para realizar viajes continuos a zona de operaciones (pozo o locaciones remotas)

Competencias:
Con iniciativa y orientado a resultados.
Proactivo y dinámico
Innovador, permite la mejora continua.
Con capacidad de organización  y planificación.
Promueve la excelencia en el servicio."
44146191,Ing. Electrónico,"Diseñar circuitos, analizar circuitos existentes, integrarlos con software.","Nuestra empresa está en búsqueda de un Ing. Electrónico recibido o en etapa de prácticas pre-profesionales que tenga las siguientes habilidades:

Diseño de circuitos para Set Top Boxes (STB) con conocimiento de chipsets integrados para satélite, televisión digital, IPTV. Conocimiento sobre codificadores, decodificadores, moduladores, demoduladores para aplicaciones de audio y video.

Conocimiento básico de RF.

Debe conocer el manejo de herramientas SDK para la programación básica de los mismos.

De preferencia con conocimientos de DVB, ISDB-T, etc.

Que sea investigador por cuenta propia, tenga capacidad de liderar un equipo a futuro, pro activo. Importante describir proyectos en los que se ha visto involucrado hayan sido terminados o no."
44147164,Especialista en SubSistema Mecánico,Realizar la implementación y configuración de sistemas de extinción de incendios como mínimo.,"Técnico o profesional de las carreras de Ingeniería electrónica, ingeniería eléctrica o ingeniería mecánico-electricista.

Experiencia en 3 proyectos de implementación y configuración de sistemas de extinción de incendios como mínimo.

Contar con Certificado de Sistemas de Extinción de Incendios Johnson Controls."
44151511,AUXILIAR DE INGENIERIA,"Realizar la actualización de los listados de equipos mecánicos e instrumentos.
Realizar la actualización y revisión de planos PIDs.
Apoyar con la revisión de especificaciones técnicas de instrumentos y equipos mecánicos.
Apoyar en la supervisión de montaje e instalación de tuberías y equipos en campo.",Experiencia de 6 meses - 1 año en posiciones y/o áreas similares.
44151011,Dibujante técnico - CADISTA,"Dibujante Técnico - Cadista para asistir al área de Ingeniería. Encargado de de la elaboración de planos de la parte mecánica, eléctrica, instrumentación y control y/o sistema de protección contra incendio por medio del software AUTOCAD.","Mínimo 03 años de experiencia elaborando planos de Piping, Sistema Eléctrico,  Sistema de Instrumentación y Control y/o Sistema de Protección Contra Incendio de plantas industriales. De preferencia experiencia en proyectos del sector Oil & Gas.
Especialista en Autocad."
44155576,ESPECIALISTA I – DE INSTRUMENTACIÓN EN HIDROCARBUROS,"Cursos o diplomados en Instrumentación y/o Instrumentación Industrial o Control Industrial o Control Automático o Automatización de Procesos o en Control de Procesos o en Automación.
Conocimiento en operación y/o mantenimiento de sistemas instrumentados de control de procesos o seguridad de plantas de procesamiento de hidrocarburos. Conocimientos de evaluación de riesgos y normativa técnica y de seguridad relacionada con las refinerías de petróleo. Ms. Office (Word,  Excel y Power Point, nivel intermedio) e inglés (nivel intermedio).
•	Proponer mejoras y participar en las modificaciones de los procesos, normas técnicas y legales que rigen las actividades de hidrocarburos líquidos y GLP; incluyendo términos de referencia para la adquisición de bienes y servicios para la supervisión, para cautelar el cumplimiento de las normas que los rigen.
•	Elaborar los informes de supervisión, técnicos y sancionadores así como otros documentos y coordinaciones relacionados a la actividad que realiza, conforme a la normativa y los procedimientos vigentes, para supervisar y fiscalizar su cumplimiento, dentro del ámbito de la Ingeniería de Instrumentación.
•	Coordinar la ejecución de cierres por emergencia o seguridad, entre otros, supervisando el cumplimiento de la normativa sobre seguridad de las personas e instalaciones, para darles atención efectiva de acuerdo a los objetivos institucionales.
•	Absolver consultas de otras unidades de la Gerencia, dependencias de la institución y/o entidades públicas; así como solicitudes de acceso a la información pública (SAIP), conforme a los lineamientos establecidos por la Institución, para atenderlos de manera oportuna.
•	Elaborar los indicadores relacionados a las funciones que realiza y aquellos que les soliciten a fin de proponer mejoras al Programa de Supervisión de acuerdo a la normativa técnica aplicable, para lograr los objetivos institucionales.","OBSERVACIONES PARA POSTULAR: 
INGRESAR A LA PAGINA WEB DE LA INSTITUCION Y COMPLETAR EL FORMATO. 
Publicación de la convocatoria en página web: www.osinergmin.gob.pe a partir del 30 de junio de 2015.
Colocar en el asunto: CAS 024 -2015 ESPE-I-INSTRM-HIDRO-GFHL a partir del 01 al 07 de julio de 2015."
44148614,Ingeniero Instrumentista,"Revisar la información técnica del proyecto (P&ID,Listados instrumentos ,Lazos de  control  etc.)
Preparar procedimientos, registros y protocolos.
Preparar planos As-buit.","Bachilleres/ Titulados profesionales de las carreras de Ingeniería eléctrica o electrónica. De preferencia de Universidad de prestigio. 
Contar con Experiencia, más de 3 años en puesto similar
Contar con Conocimiento en: En lectura e interpretación de planos P&ID ,Lazos de control, listado de instrumentos;  Transmisores (Nivel, presión, temperatura ,válvulas de control etc.); Cables de control; Especificaciones y protocolos de  Instrumentos.
Contar con dominio de los programas de Ms Office (Word ,Excel avanzado)
Dominio de AutoCAD S10

SE VALORARÁ: 
Cocimientos de ingeniería de plantas industriales, mineras o refinería.
Ingles intermedio"
44149418,Practicante Profesional de Mantenimiento de Planta,"Apoyo a los técnicos de mantenimiento, ejecución de mantenimiento preventivo y correctivo.

Seguimiento a los proyectos de Ingeniería implementados en planta.

Apoyo al mantenimiento de la infraestructura de la planta.

Elaboración de reportes o informes de mantenimiento preventivo y predictivo.

Apoyo al personal Técnico de mantenimiento","Egresado de la carrera técnica de Electrónica, Electricidad o Electrotecnia.
Egresado de las carreras de Ingeniería Electrónica, Ingenieria Eléctrica o afines
Experiencia mínima de 6 meses en cargo similares.
Experiencia en Mantenimiento Industrial, Mecánica Básica y lectura de planos Eléctricos.
Microsoft office (intermedio)
Programación PlCs (Nivel Básico)
Conocimiento básico en los sistemas: Simatic step7, instrumentación y electricidad industrial.
Inglés (básico)"
44159256,INGENIERO DE MANTENIMIENTO- PLANTA PUCALLPA,"Misión del puesto:
Planificar, ejecutar y controlar los procesos de mantenimiento eléctrico, electrónico, mecánico e instrumentación, a fin de asegurar y buscar la mejora continua de la confiabilidad y disponibilidad de los equipos de envasado, elaboración o servicios durante el turno de trabajo, de acuerdo con los requerimientos, presupuestos, planes de mantenimiento (preventivo, correctivo y predictivo), normas de seguridad industrial, medio ambiente, el modelo de liderazgo de SABMiller y las políticas empresariales. Ejecutar las actividades relacionadas al Sistema Integrado de Gestión (ISO 9001, ISO 14001, OHSAS 18001 y HACCP) a fin de garantizar su consolidación de acuerdo a los objetivos de la organización

La Posición tiene como principales funciones:
Planificar y supervisar la ejecución del plan de mantenimiento mecánico, eléctrico, electrónico y de instrumentación tanto preventivo como predictivo coordinando con el responsable de la operación (Envasado, Elaboración o Servicios) para asegurar la disponibilidad y confiabilidad de los equipos.

Controlar, verificar y validar los productos entregables del proyecto (equipos nuevos, instalaciones, obras civiles, etc.), adaptando los cambios aprobados al plan y entorno de los proyectos, para asegurar el cumplimiento de los alcances.
Coordinar las actividades de mantenimiento no programadas (mantenimiento correctivo) con el responsable de la operación de Envasado, Elaboración o de Servicios Industriales , brindando soluciones inmediatas para permitir el reinicio de la operación y efectuando el posterior analisis de causa raíz tomando acciones a fin de prevenir su repetición
Implementar las prácticas de Manufactura de Clase Mundial en su equipo de trabajo (mini negocios, 5S, mejora continua, innovaciones, seguridad, medio ambiente y evaluación GEM), con la finalidad de alinear y facilitar el proceso de Mantenimiento de Envasado, Elaboración o Servicios al Manufacturing Way
Definir, asegurar y coordinar la disponibilidad de los recursos necesarios (personal, repuestos, materiales, tiempo) para la ejecución de las actividades de mantenimiento asignadas, a fin de maximizar el uso y la disponibilidad de los recursos.
Realizar los procesos administrativos requeridos (por ejemplo: creación y notificaciones de las órdenes de mantenimiento en SAP, tiempo de paradas y disponibilidad de repuestos y materiales) a fin de proveer un historial de cada equipo que sirva de herramienta de análisis y para la optimización de los planes de mantenimiento
Liderar las reuniones de Mini Negocios para revisar y validar el desempeño del día anterior (Calidad, Rapidez, Costo, Seguridad y Personal) y coordinar las tareas a realizar durante la jornada de trabajo, relacionadas a mantenimiento, con su respectivo equipo
Participar en las reuniones de Mini Negocios de Nivel 2 (Gerencia de Envasado/ Gerencia de Elaboración/ Gerencia de Ingeniería) con la finalidad de analizar los resultados del área (por ejemplo eficiencias, consumo de agua y consumo de energía) a fin de detectar oportunidades de mejora y proponer alternativas de solución como innovaciones y proyectos en los equipos de envasado, elaboración o servicios.
Liderar las actividades de entrenamiento realizadas por él o por el Operario de Mantenimiento a los operarios de envasado, elaboración o servicios en las prácticas de Mantenimiento Autónomo a fin de asegurar el correcto traslado de las actividades de mantenimiento (limpieza, lubricación e inspección).
Ejecutar las políticas y prácticas de Recursos Humanos (selección-entrevistas, inducción, capacitación y entrenamiento, reconocimiento, disciplina, desempeño, vacaciones, asistencia e incidencias) a sus reportes directos dentro de su ámbito de gestión, con el objeto de contribuir a la motivación y desarrollo de su equipo de trabajo
Ejecutar las actividades relacionadas al Sistema Integrado de Gestión (ISO 9001, ISO 14001, OHSAS 18001 y HACCP) a fin de garantizar su consolidación de acuerdo a los objetivos de la organización
Supervisar los análisis correspondientes al plan físico químico del área de servicios industriales con el fin de controlar su cumplimiento y desarrollar competencias del personal a su cargo en el tema de análisis.","Profesional en Ingeniería Industrial, Mecánica, Electrónica o Mecatrónica. Especialización en Gestión de Proyectos (PMI)
Formación Académica: Bachiller en Ingeniera Mecánica, Eléctrica, Electrónica, Mecatrónica ó Mecánica – Eléctrica
Experiencia Laboral: Candidatos externos: Mínimo 2 años en el área de mantenimiento de empresas de manufactura (preferente de la industria de alimentos y bebidas) Candidatos internos: Mínimo 1 año de Experiencia en Manufactura
Conocimientos Informáticos: MS Office intermedio (presentaciones ppt, gráficos, fórmulas avanzadas, tablas dinámicas, Autocad)Deseable SAP (Módulo Production Maintenance)
Idiomas: Indispensable Inglés intermedio
Conocimientos Adicionales: Administración de Mantenimiento, TPM Mantenimiento Productivo Total), RCM (mantenimiento basado en la confiabilidad), control estadístico de procesos, técnicas y herramientas de solución de problemas"
44161166,Supervisor de Mantenimiento Térmico - Edegel," Supervisar y control la ejecución de las actividades del programa de mantenimiento control preventivo, correctivo, fallas y mantenimiento mayor en el área de control e instrumentación.
- Supervisar que se cumplan con las normas corporativas y del sistema de gestión integrado de la central térmica donde labora.
- Elaborar las especificaciones técnicas de los mantenimientos de control e instrumentación de las centrales térmicas. 
- Proponer mejoras y modificaciones para la actualización de los planes y programas de mantenimiento de control, instrumentación y seguridad. 
- Supervisar y controlar los contratos de servicios de su especialidad en la central térmica.
- Participar en la revisión y mejora de los requerimientos normativos de los sistemas de gestión de sus actividades.
- Supervisar el cumplimiento de los requerimientos normativos de los Sistemas de Gestión Integrado de Seguridad y Salud Ocupacional, Medio Ambiente, Calidad y Gestión de la Energía."," Tres años de experiencia en posiciones similares en centrales térmica de ciclo abierto o ciclo combinado. en sistemas de automatización y control.
- Conocimientos deseables en Sistemas Scada de última generación, automatización y control avanzado, instrumentación avanzada, gestión de proyectos y gestión del mantenimiento."
44151009,Ingeniero de Diseño  de Instrumentación y Control,Diseño sistemas de instrumentación y control de plantas industriales.,"Mínimo 5 años de experiencia desarrollando diseños de sistemas de instrumentación y control en proyectos del sector industrial.
Dominio de Autocad ."
