Job Id,Job Title,Job Description,Job Qualifications,Job Category
1254,Ingeniero de Software, Responsable de liderar varios equipos de desarrollo concentrados en cualquiera de los siguientes aspectos: desarrollo de nuevos proyecto  mantenimiento y/o actividades de soporte a producción.   Responsable por la entrega técnica a tiempo  innovación y bajo nivel de defectos en las soluciones computacionales provistas.   Diseño del modelo de la arquitectura.   Codificación y modificaciones de la base de datos.   Manejo de ramas  y estrategias de sincronización del código de diferentes equipos simultáneos (merging).   Realizar modelado basado en UML atado en el modelo de negocio de la empresa.   Pruebas unitarias e Implementación de patrones de diseño.   Interacción con Analistas del Negocio e Ingenieros de Calidad  incluyendo la entrega del código.   Promover y asegurar el cumplimiento de las mejores prácticas de ingeniería., Certificación en Java (Deseable).   Experiencia mínima de 5 años como ingeniero de sistemas / desarrollador de aplicaciones para usuarios finales y servicios base del negocio.   Experiencia mínima de 2 años desarrollando Aplicaciones Web Java J2EE o software de código libre.   Experiencia trabajando con:  Tecnologías como: JSP  JSTL  Servlets  Spring  JavaBeans  ORM  JMS .   Bases de datos como: MySQL  Oracle o PostgreSQL.   Ciclo de vida del desarrollo de sistemas  como: KanBan  SCRUM o algún otro SDLC ágil.   Conocimiento de Patrones de Negocios Empresariales y prácticas de ingeniería de software tal como: Integración Continua  Pruebas Unitarias (TDD) y Análisis de código estático.   Experiencia con herramientas de control de versiones tales como SVN y con Java IDE (Eclipse).   Experiencia trabajando con Hibernate  Mule  VFabric es preferible y Herramientas para colaboración y  comunicación tales como VOIP  Chat  Email  Wikis y PBX.   Competente en el seguimiento de errores  wikis y herramientas de administración en metodologías agiles.   Experiencia en SOA y Desarrollo para dispositivos móviles   Arquitectura basada para correr en un ambiente de Cloud Computing.   Nivel Intermedio de Inglés.    Beneficios:   Grato clima laboral.   Oportunidad de desarrollo laboral.   Planilla con todos los beneficios de ley y EPS.,
1268,Analista Funcional de Sistemas,1. Administrador a nivel usuario y funcional del ERP interno de la empresa  el cual incluye la resolución de incidentes y/o problemas y escalamiento a nivel local y regional.  2. Responsable del proceso de migración del ERP actual: gestionar y coordinar los cambios necesarios para asegurar una migración exitosa.  3. Creación y administración de módulos de usuarios ( Finanzas  Distribución  Ventas  otros).  4. Desarrollo de interfaces en el AX.  5. Manejo de base de datos.  6. Administrador de desarrollo de Web., Mínima de 3 años en gestión de proyectos de sistemas y migración.   Experiencia en manejo de AXPTA 12 nivel usuario y soporte.   Experiencia de programación de Interfaces (archivos planos).   Manejo de Base de Datos.   Conocimiento de FILE SERVER  WEB SERVER (asignación de permisos  creación de cuotas  entre otros)   Conocimiento de Desarrollo Web.,
1270,Profesional en análisis de procesos y funcional,Preparar el modelo de negocio  compararlo con la versión actual existente e identificar las brechas señaladas.  Elaborar la propuesta técnica de la solución y prototipos de las brechas identificadas.  Realizar la presentación de las propuestas de solución a los usuarios quienes deberá aprobar formalmente con un documento que dichas propuestas serán implementadas.,Bachiller en sistemas  informática o carreras afines. Experiencia laboral mínima de dos (02) años  los cuales serán contados a partir del egreso de la Universidad. Experiencia mínima de 1 año en el análisis y documentación de procesos.Experiencia mínima de 1 año en la elaboración de prototipos de sistemas informáticos. Deseable experiencia en el uso de software de análisis de procesos. Deseable experiencia en herramientas de prototipos de software. Deseable experiencia en programación de software. Deseable experiencia en documentación y/o pruebas de calidad en sistemas.  Deseable capacitación en gestión de Procesos  Deseable capacitación en metodologías de desarrollo RUP  SCRUM u otras.  Deseable capacitación en herramientas de modelamiento de procesos (Bizagi  Rational  etc).  Deseable capacitación en programación de software.  Deseable capacitación en Base de Datos.  Características Personales y Profesionales  Capacidad de análisis y de síntesis.  Capacidad de trabajo en equipo y bajo presión.  Habilidad en la conducción y entrevistas con usuarios.  Habilidad de trabajo con grupos interdisciplinarios de profesionales.  Aprendizaje de nuevas tecnologías.  Consecución de objetivos.    El plazo de la consultoría será de 4 meses.,
1277,Practicante,Apoyo en la sistematización de los procesos de homologación de los equipos y aparatos de telecomunicaciones.  Apoyo en establecer y completar las matrices de información para base de datos.  Apoyo en efectuar seguimiento a los plazos establecidos para subsanar las observaciones a las solicitudes de homologación.  Apoyo en otras actividades de la Coordinación General.,Ser estudiante del último ciclo de estudios superiores.,
1286,Analista de Procesos TI,a. Coordinar y monitorear el sistema de gestión de gobierno de los servicios TI.  b. Preparar diagramas de procedimientos de la Organización.  c. Analizar información obtenida en el levantamiento de los procesos y actividades de la Organización.  d. Elaborar  actualizar revisar manuales de procedimientos de las unidades de negocio así como controlar los formatos y formularios que se utilizan.  e. Asesorar a las unidades de negocio en lo relativo al desarrollo de planes de mejoramiento de sus procesos.  f. Analizar  Identificar e implementar oportunidades de mejora en los procesos de negocio y de soporte  a fin de obtener mejores niveles de efectividad  tiempos de respuesta al cliente y niveles de riesgo.  g. Desarrollar y participar en la planificación  implementación y seguimiento de proyectos de mejora que aporten soluciones administrativas u operativas de los procesos de la Organización.  h. Definir conceptual y funcionalmente las oportunidades de mejora de los procesos identificadas en las unidades o gerencias para evaluar su viabilidad de implementación.  i. Documentar las mejoras y cambios efectuados en los procesos., Conocimiento de estándares de Procesos en unidades de servicio.   Conocimiento avanzado de ITIL.   Conocimiento sobre infraestructura Tecnológica y de comunicaciones.   Manejo de office a nivel intermedio   Experiencia mínima de 2 años como Analista de Procesos y/ ó 1 a 2 años como Analista de Proyectos.   Conocimientos de Avanzados en: Gestión de Procesos,
1296,Analista Funcional Junior, Participar en la etapa de análisis y diseño de Sistemas de Información.   Generación de entregables (Documentos de Especificación Funcional  Técnico y Casos de Prueba).   Participar en el desarrollo de las aplicaciones (programación).   Participar en, Experiencia comprobada de 4 años mínimos desarrollando aplicaciones empresariales con Java  Oracle y/o .NET.   Experiencia indispensable en desarrollo de sistemas de Planillas (deseable).   Sólidos conocimientos en metodologías de Análisis y Diseño de,
1301,Consultor SAP Business One I+D, Análisis y Configuración de procesos de negocio en SAP BO.   Evaluación Funcional Técnica de Addons.   Investigación de Addons en el mercado.   Implementación y configuración de Addons para SAP Business One.   Desarrollo en SDK.   Asesoría y soporte a usuarios SAP Business One., Experiencia mínima de 2 años en implementación de Proyectos SAP Business One.   Experiencia mínima de 2 años en soporte a usuarios SAP Business One.   Experiencia en la elaboración de reportes en lenguaje SQL con Crystal Reports.   Conocimientos de SQL Server.   Conocimientos de lenguaje C# bajo entorno .NET (Deseable)    Competencias:   Actitud de servicio al cliente.   Comunicación efectiva.   Proactivo/a y capaz de asumir compromisos (cumplir plazos de entrega).   Aptitud para la investigación y autoaprendizaje.,
1302,Cotizador de Telefonía,Preparar cotizaciones para clientes a solicitud de los asesores comerciales.  Recibirlos diseños de los Ingenieros de Preventas y elaboraren base a ellos los documentos de cotización y propuesta técnica.  Capacitar a la fuerza de ventas y preventas en el empleo de los sistemas de cotización.  Participaren la elaboración de licitaciones y propuestas complejas.  Participaren la integración de propuestas de múltiples productos o soluciones.,Experiencia de 6 meses en puestos similares.  Disponibilidad para trabajar en horarios de oficina.  Conocimientos de ofimática a nivel usuario (microsoft word  excel  ppt).  Ingles nivel intermedio (lectura).,
1303,Analista de Continuidad del Negocio,"Promover la implementación de la metodología de Gestión de Continuidad del Negocio en las áreas  procesos y servicios de la compañía,  así como velar por la adecuada gestión y control de cambios de los componentes del Sistema de Gestión de Continuidad.  Coordinar con los responsables de los procesos para llevar a cabo las acciones de implementación del plan de Continuidad del Negocio.  Monitorear la ejecución del análisis de impacto al Negocio.  Elaborar y presentar informes de Continuidad del Negocio en base a la información recopilada con los líderes de los procesos.  Emitir informes del estado actual  resultados de pruebas y mantenimiento de los planes de Continuidad del Negocio.  Revisar y verificar de forma periódica la efectividad y cumplimiento de los principios  método  políticas y procedimientos para la Continuidad del Negocio.  Monitorear y analizar los cambios en el ambiente de negocio y procesos de la empresa a través de la identificación de los factores de cambio.  Coordinar el control y distribución de los documentos que soportan la gestión de Continuidad del Negocio. Experiencia mínima de 2 años como Analista de Continuidad del Negocio en empresas reguladas por la SBS.  Experiencia demostrable en la implementación de un SGCN y/o BCP  Planes de Contingencia  Gestión de Crisis y Emergencias  Gestión de Continuidad de Negocios.    Formación:  Deseable contar con al menos una de las siguientes certificaciones: ISO 22301 Lead Auditor  ISO 22301 Lead Implementer  CBCP  CBCI o similares.    Conocimientos:  Sólidos conocimientos de ISO 25999  22301  DRI  ITIL  COBIT  u otros estándares para Continuidad del Negocios.  Deseable: Gestión de proyectos bajo el enfoque del PMI",Experiencia mínima de 2 años como Analista de Continuidad del Negocio en empresas reguladas por la SBS.  Experiencia demostrable en la implementación de un SGCN y/o BCP  Planes de Contingencia  Gestión de Crisis y Emergencias  Gestión de Continuidad de Negocios.    Formación:  Deseable contar con al menos una de las siguientes certificaciones: ISO 22301 Lead Auditor  ISO 22301 Lead Implementer  CBCP  CBCI o similares.    Conocimientos:  Sólidos conocimientos de ISO 25999  22301  DRI  ITIL  COBIT  u otros estándares para Continuidad del Negocios.  Deseable: Gestión de proyectos bajo el enfoque del PMI,
1308,Analista Funcional / Analista Senior Visual Basic 6.0,Mínimo contar con 4 a 5 años realizando analizar de requerimientos  diseño de soluciones de desarrollo e implementación y reportar los avances con herramienta Microsoft Visual Basic 6.  Conocimiento en Visual Basic 6 y base de datos SQL Server.  Se valorará experiencia en el rubro de Banco y/o Seguros.    Beneficios:Ingreso a planilla con beneficios de ley.EPS al 100%.Línea de carrera.,Mínimo contar con 4 a 5 años realizando analizar de requerimientos  diseño de soluciones de desarrollo e implementación y reportar los avances con herramienta Microsoft Visual Basic 6.  Conocimiento en Visual Basic 6 y base de datos SQL Server.  Se valorará experiencia en el rubro de Banco y/o Seguros.  Beneficios:Ingreso a planilla con beneficios de ley.EPS al 100%.Línea de carrera.,
1327,Analista Programador CI3,Deseable certificación .Net.  Deseable capacitación en tecnología HTML5  Ajax  JQuery  Bootstrap  CSS3.  Deseable capacitación en tecnologías MVC  SOA y/o WCF.  Deseable capacitación en Oracle 9i o superior.  Deseable capacitación en metodologías de desarrollo RUP o SCRUM.  Experiencia Laboral General.  Experiencia laboral mínima de tres (03) años.  Experiencia laboral especifica.  Experiencia mínima de dos (02) años en el desarrollo de software.  Experiencia mínima de un (01) año en desarrollo Web con tecnología .NET.  Deseable experiencia en soluciones basadas en Patrón MVC y/o WCF.  Deseable experiencia en base de datos Oracle.  Deseable experiencia en el uso de Team Foundation Server.,Deseable certificación .Net  Deseable capacitación en tecnología HTML5  Ajax  JQuery  Bootstrap  CSS3  Deseable capacitación en tecnologías MVC  SOA y/o WCF  Deseable capacitación en Oracle 9i o superior  Deseable capacitación en metodologías de desarrollo RUP o SCRUM  Experiencia Laboral General  Experiencia laboral mínima de tres (03) años.  Experiencia laboral especifica  Experiencia mínima de dos (02) años en el desarrollo de software  Experiencia mínima de un (01) año en desarrollo Web con tecnología .NET  Deseable experiencia en soluciones basadas en Patrón MVC y/o WCF  Deseable experiencia en base de datos Oracle  Deseable experiencia en el uso de Team Foundation Server,
1329,Practicante de Planificación de Experiencia del Cliente,1) Automatizar el reporteador de estadísticas de reclamos. Emitir reportes con controles de calidad adecuados.  2) Realizar distintos monitoreos de servicio para identificar cumplimiento de protocolos (cartas  llamadas) y temas críticos que afecten la satisfacción de los clientes.  3)Apoyo en el control de calidad integral del proceso de atención de reclamos  validando el cumplimiento de pautas de atención de políticas implementadas a través de los diferentes proyectos del equipo.  4) Apoyo en análisis de monitoreo presentado por GOPV y BXT para validar efectivo cumplimiento del modelo de servicio implementado.  5) Análisis de causas raíz específicas que pudieran estar generando los principales reclamos.,Manejo de excel a nivel avanzado.,
1337,Analista Programador Java Junior,*Programación  desarrollo en java y oracle pl/sql.  *análisis de sistemas.  *Realizar documentación de sistemas.,mínima experiencia en programación 6 meses en java y oracle pl/sql.,
1338,Analista Técnico Arquitectura de Software,Investigar el uso de nuevas tecnologías.  Implementar pruebas de concepto y proyectos piloto.  Participar en la definición de los estándares técnicos.  Verificar que se cumplan los estándares técnicos.  Implementar herramientas que automaticen tareas repetitivas: Casos de prueba  Pruebas de integración  Instalación de ambientes  Documentación.  Se ofrece:  Sueldo atractivo de acuerdo a la experiencia.  Posibilidades de desarrollo profesional.  Entrenamiento en temas relacionados a arquitectura de Software.,Empresa con proyección internacional y en proceso de expansión está implementando el área de arquitectura de software para lo cual requiere la participación de 03 personas interesadas en implementar prácticas maduras de ingeniería de software y aplicar/investigar el uso de nuevas tecnologías.,
1342,Practicante en Logística Informática,Manejo de herramientas Ofimáticas  Inventario de equipos y partes  Registros en base de datos,De preferencia en manejo.,
1350,Practicante de Riesgos, Análisis de riesgos de los sistemas de comunicación y bases de datos.     Desarmar y ensamblar los equipos para la identificación de información y conexiones durante la investigación de fraude.     Manejo de información de distintas fuentes (redes soc,Experiencia mínima previa de 6 meses en el área de IT y soporte en comunicaciones o en el área de negocios y mejora de procesos.,
1351,Analista Junior de Sistemas," Mantenimiento de software existente en la empresa (EXACTUS  MicroStrategy  Otros).   Soporte en la implementación de otros sistemas y mejoras.   Apoyar en la Integración de bases de datos y programas   Dar soporte de Help Desk o atención para las diferentes sedes de las empresas  llevando bitácora de las ocurrencias para corregir errores constantes.   Formalizar guías prácticas o manuales de uso de los principales sistemas de la empresa  orientado a los usuarios finales.   Asegurar la permanente difusión y entrenamiento de los usuarios de la empresa en el correcto uso de los sistemas  eliminando probabilidades de errores por mal uso y optimizando el uso de las bondades (opciones) del sistema.   Garantizar la seguridad de la información almacenada en los distintos dispositivos en toda la empresa  a través de respaldos oportunos y sistemáticos que aseguren la integridad de la red, siguiendo las políticas y protocolos Corporativos.   Garantizar el óptimo funcionamiento de los sistemas informáticos  incluyendo los servicios de Internet y comunicaciones.   Realizar mantenimiento preventivo y correctivo de los equipos informáticos y de los equipos de comunicaciones de las empresas a nivel nacional.   Dar soporte a la gestión de la red local y/o remota  así como las diferentes bases de datos de la Compañía.   Supervisar el desarrollo e implementación de proyectos informáticos encargados a terceros.  . Asegurar la correcta especificación de los requerimientos de los usuarios.",Experiencia de 2 años en el área de IT.  Disponibilidad a TIEMPO COMPLETO. (Indispensable).,
1363,Analista Sr Visual Basic 6,Mínimo contar con 3 a 4 años realizando analizar de requerimientos  diseño de soluciones de desarrollo e implementación y reportar los avances con herramienta Microsoft Visual Basic 6.    Conocimiento en Visual Basic 6 y base de datos SQL Server.    Se valorará experiencia en el rubro de Banco y/o Seguros.    Beneficios:Ingreso a planilla con beneficios de ley.EPS al 100%.Línea de carrera.,Mínimo contar con 2 a 3 años realizando analizar de requerimientos  diseño de soluciones de desarrollo e implementación y reportar los avances con herramienta Microsoft Visual Basic 6.    Conocimiento en Visual Basic 6 y base de datos SQL Server.    Se valorará experiencia en el rubro de Banco y/o Seguros.    Beneficios:Ingreso a planilla con beneficios de ley.EPS al 100%.Línea de carrera.,
1371,Analista de Calidad,Planificar  desplegar y gestionar el esfuerzo de pruebas para cualquier requerimiento  Ejecutar las funciones de pruebas que se le asignen considerando las necesidades del cliente  la metodología de pruebas y gestión de proyectos,Herramientas:  Gestión de Proyectos  Gestión de pruebas  Gestión de proyectos  Dominio de herramientas de pruebas de software  herramientas de automatización de pruebas. (clienteservidor y entornos web).    Otros Estudios:  Pruebas de Software.  Gestión de Proyectos (de preferencia).  Metodología de Desarrollo de Software (RUP,
1381,Encargado de Sistemas,Analizar y desarrollar los requerimientos de los usuarios.  Realizar actividades de Mantenimiento del área  llevar un control ordenado de estos.  Desarrollo de programas y aplicativos.  Desarrollo de Sistemas de Soporte a la Toma de Decisiones (SSTD).,Conocimientos:Visual Basic  AutoCAD   programación en AutoCAD y Software 3D. UML  etc).    Experiencia Laboral:  5 años general y 3 años en áreas o cargos similares.,
1383,Analista de Reclutamiento y Selección,Publicación de puestos.  Coordinación de entrevistas.  Apoyo con las evaluaciones de selección.  Mantener actualizado los registros del área.  Manejo de documentación.,Experiencia laboral en empresas de TI mínima de 2 años.  Manejo de Office 2007.  Conocimientos en herramientas de desarrollo con respecto al área de TI.,
1388,Analista Funcional  Conocimientos en Programacion, Programar en Java  exp. y conocimientos.   Programar en .Net   Levantamiento de Procesos   Mejora de Procesos   Manejar Base de datos   Análisis del tema.,Experiencia mínima de 2 años como analista funcional de sistemas. Preferentemente en procesos comerciales de empresas de distribución eléctrica  agua o gas.   Conocimiento de metodologías de levantamiento de procesos y mejora de procesos.   Conocimientos de UML y RUP.   Conocimiento y experiencia en Programación Java y/o .NET  de preferencia con conocimiento de Pro*C y S.O. Linux.   Conocimiento y experiencia manejando Bases de Datos Oracle  PL/SQL.    REQUISITOS:   Debe ser proactivo  responsable y comprometido  con alta capacidad de análisis. Excelente capacidad de comunicación y trabajo en equipo.   Necesariamente debió haber programado en JAVA.   Indicar Pretensiones Economica y Disponibilidad.,
1401,Analista Funcional SAP  PM,Por encargo de nuestro cliente  empresa distribuidora de gas natural  nos encontramos en la búsqueda de un profesional altamente calificado para ocupar el puesto de Analista Funcional SAP PM.    Funciones:  Analizar  diseñar y plantear propuestas de solución en el sistema SAP de la compañía. Así mismo participar en la implementación de proyectos de SAP  brindando el soporte y la asesoría oportuna a las demás áreas.  Gestionar y administrar soluciones técnicas y funcionales en los módulos SAP R3 y ISU que se encuentren dentro de su responsabilidad.  Brindar soporte en los módulos SAP R3 y ISU que se encuentren dentro de su ámbito de responsabilidad.  Aplicar innovación tecnológica en los sistemas Core de la Compañía  promoviendo soluciones óptimas a los procesos de negocio mediante herramientas de portabilidad  Organizar el entrenamiento para los usuarios y mantener el uso productivo de los sistemas actuales y nuevos.  Cumplir lo establecido en la documentación de los Sistemas de Gestión.  Dar soporte a incidentes en los sistemas de información.  Analizar nuevos requerimientos y/o necesidades tecnológicas de software.,Experiencia de 6 años como Analista SAP en áreas de TI.  Experiencia de 4 años como analista funcional y de soporte en SAP.  Experiencia de 2 años en proyectos de implementación SAP ERP.  Conocimiento de ERP’S (SAP) a nivel funcional en los siguientes módulos: PM  Mantenimiento de Planta (indispensable)  WM  Work Management  Work flow (indispensable)  MM  Gestión de Materiales  PS  Gestión de Proyectos  SD – Ventas  CRM  Gestión de la relación de clientes.  Academias realizadas de ABAP.  Certificado en el modulo de PM.  Manejo de herramientas para el control y seguimiento de proyectos.  Conocimiento de MS Office a nivel avanzado (Word Excel  Power Point).  Conocimiento en el manejo de herramientas gestoras de base de datos a nivel intermedio (SQL Server  DB2  Oracle).  Conocimientos técnicos en lenguajes de programación Web (.Net  Java).,
1419,Analista Programador Móvil,Analizar requerimientos detallados en las Especificaciones Funcionales  Coordinar y confirmar satisfacción de Especificaciones Funcionales con los Analistas  Crear el modelo en Workspace de SAP Mobile Platform (Mobile Business Objects  Cache Groups  Synchronization Parameters).  Coordinar políticas de sincronización con los Analistas Funcionales  Desplegar el paquete al Servidor SAP Mobile Platform.  Generar los códigos nativos Android y aplicaciones híbridas.  Integrar código nativo al proyecto Android.  Codificar lógica para la utilización de los Mobile Business Objects en el proyecto Android.  Realizar pruebas unitarias  funcionales / integrales.  Realizar pruebas funcionales / integrales.  Levantar observaciones tanto en el Modelo SAP Mobile Platform como en el código nativo. Asimismo en las soluciones híbridas.  Generar entregables: APK  Proyecto SAP Mobile Platform.  Crear flujo de pantallas en el Workspace SAP Mobile Platform.  Instalación y Configuración de Hybrid Web Container en los dispositivos.  Instalación de aplicativos híbridos en los dispositivos.  Levantar observaciones en la solución híbridas., Un año como mínimo en desarrollos móviles con Android y/o iOS   SAP Mobile Platform (SMP) 2.3 y/o 3.0 (deseable)   Desarrollos móviles SMP: aplicaciones híbridas y nativas en iOS y Android (deseable)   Proyectos de desarrollo de aplicaciones de negocios (deseable)   Entornos de desarrollo servidor open source (Apache  PHP  MySQL) (deseable).    Conocimientos     HTML5  Javascript  WebServices  XML.   Conocimientos sólidos en SQL  Sencha Touch o Dreamweaver  Phonegap (deseable).   Nociones de desarrollo ABAP (deseable),
1438,Programador,Programación de páginas Webs. Desarrollo de plugins  componentes y módulos especiales en PHP para distintas plataformas web.,Conocimientos de PHP  HTML5  CSS3  Javascript  jQuery  Git. Experiencia con plataformas Moodle y Wordpress.,
1467,Practicante de Sistemas,Mantenimiento de los equipos  detección y resolución de averías.  Instalación Windows 7 y optimización del rendimiento.  Instalación y actualización de software.  Atención a usuarios (consultas  preguntas frecuentes  información general  resolución de problemas  asesoramiento).,Contar con experiencia mínima de 3 meses realizando prácticas.,
1469,CONSULTOR SAP BASIS,Administrar los Recursos de Hardware y Software  relacionados con los Servicios de Outsourcing SAP para nuestros Clientes  con el fin de garantizar la Continuidad Operacional y el cumplimiento de los Acuerdos de Niveles de Servicio contratados.     Ejecutar las tareas de Ingeniería SAP  para el cumplimiento de los Acuerdos de Niveles de Servicio  contratados por los Clientes para la administración de Plataformas SAP.   Controlar los Costos Operacionales en la Provisión de Servicios de Ingeniería y Hosting SAP de los Clientes asignados a su Responsabilidad.   Apoyar a los Ingenieros de Sistemas SAP Senior  en la Gestión de la Continuidad Operacional de los Clientes asignados.   Cumplir Turnos de Ingeniería de Sistemas 24x7 onsite y oncall  para la Gestión de Incidencias  Peticiones y Cambios de los servicios de Outsourcing SAP.,Experiencia mínima cuatro (04) años comprobada en implantaciones de proyectos exitosos (deseable en empresas de rubro consumo masivo) en administración y migración de soluciones SAP.    Certificación OS/DB Migration for SAP Systems.  Especialista en Soluciones Tecnológicas basadas en SAP  incluyendo Sistemas Operativos UNIX  Bases de Datos ORACLE y la suite SAP Netweaver.  Experiencia en Administración de soluciones SAP ERP  BW  Solution Manager  PI  Portal  HANA.  Conocimientos y Experiencia en la Gestión de Servicios de TI  basada en ITIL.  Disponibilidad para turnos atención al cliente.,
