Job Id,Job Title,Job Description,Job Qualifications,Job Category
63,Ingeniero de Software  Soporte de Producción,Axcess Financial  empresa transnacional del Grupo CNG Holdings líder a nivel mundial en la industria de servicios financieros  requiere para su área tecnológica un Ingeniero de Software – Soporte de Producción.    Funciones:  Provee soporte a sistemas en producción de una manera profesional y a tiempo.  Entrega de soluciones siguiendo buenas prácticas y logrando una comunicación efectiva con los clientes del servicio.  Trabaja con los otros Ingenieros para proveer un servicio de mejora continua.  Solución de Tickets en Soporte a Producción.  Poder seguir procedimientos estándares y lograr ejecutarlos según lo establecido.  Analizar y producir posibles soluciones creativamente para atender nuevas incidencias.  Desarrollo de soluciones  incluyendo: revisar/escribir código y/o scripts de base de datos  así como procedimientos almacenados.  Documentar soluciones desarrolladas y mantener actualizada la cola de atención de tickets.  Documentar soluciones que haya realizado con la finalidad de poder tener trazabilidad hacia atrás en el futuro de ser necesario.,Egresado de Ingeniería Informática o de Sistemas.  Experiencia con Java IDE tales como Eclipse  1+ año como ingeniero de sistemas / desarrollador de aplicaciones para usuarios finales y servicios base del negocio.  1+ años desarrollando Aplicaciones Web Java J2EE y/o usando software de código libre.  Experiencia trabajando con tecnologías como: JSP  JSTL  Servlets  Spring  JavaBeans  ORM  JMS.  Experiencia trabajando con bases de datos tales como: MySQL  Oracle o PostgreSQL.  Entusiasta resolución de problemas y deseoso de comprometerse en todos los niveles del proyecto.  Realizar el seguimiento de errores  wikis y herramientas de administración en metodologías agiles.  Experiencia en Soporte a Producción  resolviendo incidencias  manejando tickets.  Conocimiento de ITIL y/o certificado en ITIL Foundation.  Experiencia trabajando con Hibernate  Mule  VFabric es preferible  Herramientas para colaboración y comunicación tales como VOIP  Chat  Email  Wikis y PBX.  Conocimiento de Patrones de Negocios Empresariales.  Experiencia en prácticas de ingeniería de software tal como: Integración Continua  Pruebas Unitarias (TDD) and Análisis de código estático.  Experiencia trabajando con ciclo de vida del desarrollo de sistemas  como: KanBan  SCRUM o algún otro SDLC ágil.  Ingles a Nivel Avanzado,Ingeniería de software
68,Trainee Java,Accenture es una empresa global de consultoría en management  servicios de tecnología y outsourcing. Combinamos una experiencia incomparable  amplias capacidades en todas las industrias y funciones de negocios y una amplia investigación respecto de las empresas más exitosas del mundo  Buscamos jóvenes estudiantes de últimos ciclos y/o egresados para desempeñarse como programadores Java para integrarse a una prestigiosa empresa multinacional.    Siendo su principal función el diseño y desarrollo de aplicaciones en base al requerimiento del cliente., Estudiantes de ultimos ciclos y/o egresados Técnico ó universitario de las carrera de Sistemas  Computación e informática y/o afines.   Deseable experiencia mínima de 1 año en manejo de herramientas Java (J2EE)   Disponibilidad completa,Ingeniería de software
70,Practicante de BPM y Portales, Apoyo en proyectos de la Unidad BPM y Portales.   Apoyo en la elaboración de reportes.    Se le capacitará en herramientas de BPM y/o Gestión Documental., Conocimientos básicos de administración de Base de Datos (Oracle y SQL Server).   Conocimientos básicos de . NET o Java.,Sistemas de información
88,Programador Web,HTML  CSS  JS  CMS #FullTime#MarketingWithEthics,Experiencia mínima de 1 año.,Ingeniería de software
103,Analista Programador Java,Programación y Desarrollo en lenguaje Java.,Conocimientos en J2EE  base de datos ORACLE  Struts.  Experiencia mínima como analista programador o desarrollar en el lenguaje Java de 2 años.,Ingeniería de software
105,Practicante Profesional de Sistemas,FUNCIONES:  Apoyar a las diferentes áreas de la Empresa en sus necesidades de información  desarrollo  implementación  operación  mantenimiento y seguimiento de sistemas de información y comunicaciones.  Apoyar al personal en el manejo correcto de los sistemas de información.,PERFIL:  Egresado o bachiller de la carrera de Ing. Sistemas/Informática o carreras a fines.    REQUISITOS:  Experiencia mínima de 6 meses (NO INDISPENSABLE).  De preferencia que resida en la ciudad de Chincha.    CONOCIMIENTOS EN:   Metodología CSRUM  CMM Y CMMI   Programación Java  Java Script  Java Objet (ERP)   Programación Web   Servidores Linux   Manejo de base de datos SQL Server  Postgres Sql.,Sistemas de información
118,Asistente Java,¡Únete a Accenture! Convierte en realidad tus ideas  trabajando para algunas de las empresas más dinámicas del mundo.  Accenture es una empresa global de consultoría en management  servicios de tecnología y outsourcing. Combinando una experiencia incomparable  amplias capacidades en todas las industrias y funciones de negocios y una amplia investigación respecto de las empresas más exitosas del mundo.  En la actualidad nos encontramos en la búsqueda de jóvenes profesionales o estudiantes de últimos ciclos de la carrera de Ingeniería de Sistemas  Informática o afines  técnicos o universitarios para integrarse a una prestigiosa empresa multinacional.  Descripción del puesto  Nos encontramos en la búsqueda de un profesional de sistemas con experiencia realizando analisis de requerimientos y diseño de soluciones de desarrollo con herramienta Microsoft .NET. para desempeñarse como Asistente / Programador,Mínimo contar con 1 a 2 años realizando análisis de requerimientos y diseño de soluciones de desarrollo con herramienta Microsoft .NET.  Conocimiento en Visual Basic 6 y base de datos SQL Server.  Se valorará experiencia en el rubro de Banco y/o Seguros.  Titulado Universitario y/o técnico en Sistema  Informática y/o afines.  ¿Qué ofrecemos como empleador? Desafíos. Equipo. Capacitación. Reconocimientos. Crecimiento. Motivación. En Accenture ponemos a tu disposición todos nuestros recursos  para que llegues tan lejos como te lo propongas. Si es esto lo que buscas  Accenture es tu lugar.,Ingeniería de software
119,Analista Visual Basic 6 .Net,¡Únete a Accenture! Convierte en realidad tus ideas  trabajando para algunas de las empresas más dinámicas del mundo.  Accenture es una empresa global de consultoría en management  servicios de tecnología y outsourcing. Combinando una experiencia incomparable  amplias capacidades en todas las industrias y funciones de negocios y una amplia investigación respecto de las empresas más exitosas del mundo.  En la actualidad nos encontramos en la búsqueda de jóvenes profesionales o estudiantes de últimos ciclos de la carrera de Ingeniería de Sistemas  Informática o afines  técnicos o universitarios para integrarse a una prestigiosa empresa multinacional.  Descripción del puesto  Nos encontramos en la búsqueda de un profesional de sistemas con experiencia realizando análisis de requerimientos y diseño de soluciones de desarrollo e implementación con la herramienta Microsoft .NET. para desempeñarse como Analista Visual Basic 6 .Net  Requisitos  Mínimo contar con 2 a 3 años realizando el análisis de requerimientos  diseño de soluciones de desarrollo e implementación y reportar los avances con herramienta Microsoft .NET.  Conocimiento en Visual Basic 6 y base de datos SQL Server.  Se valorará experiencia en el rubro de Banco y/o Seguros.  Titulado Universitario y/o técnico en Sistema  Informática y/o afines.    ¿Qué ofrecemos como empleador? Desafíos. Equipo. Capacitación. Reconocimientos. Crecimiento. Motivación. En Accenture ponemos a tu disposición todos nuestros recursos  para que llegues tan lejos como te lo propongas. Si es esto lo que buscas  Accenture es tu lugar.,Mínimo contar con 2 a 3 años realizando el analisis de requerimientos  diseño de soluciones de desarrollo e implementación y reportar los avances con herramienta Microsoft .NET.  Conocimiento en Visual Basic 6 y base de datos SQL Server.  Se valorará e,Ingeniería de software
137,Practicante de Inteligencia Comercial," Manejo de base de datos para campañas.   Administración de la herramienta de CRM  gestor de campañas y alertas.   Gestión de bases y enrichment: RCC,  Top 10mil  etc.   Elaboración  planificación y seguimiento de reportes y macros para las diferentes áreas.   Interacción constante con el negocio para evaluar estrategias.",Conocimientos avanzados de SQL.  Inglés técnico.  Manejo básico de Excel y Power Point.,Sistemas de información
139,Practicante de Desarrollo de Software,Estamos en la búsqueda de jóvenes estudiantes que quieran desarrollar sus conocimientos y obtener experiencia en el área de proyectos de tecnología con importantes clientes de diferentes sectores.    Se dará entrenamiento en temas de desarrollo sobre Visual Studio NET 2012  SQL Server 2012 y MS SharePoint 2013. Quienes aprueben las evaluaciones serán asignados a un tutor e iniciarán su participación en diversos proyectos de nuestra empresa.,Se ofrece horario flexible completando las 30 hrs. semanales.  Oportunidades de desarrollo y crecimiento.  Capacitacion en las últimas tecnologías Microsoft.  Cobertura para exámenes de certificación.  Ubicación en oficinas de San Isidro.,Ingeniería de software
146,Analista Programador Java,* Análisis y diseño de aplicaciones Web.  * Elaboración de documentación funcional y técnica de aplicaciones.  * Programación en Java y motores de Base de Datos Oracle  SQL Server.  * Testing de aplicaciones desarrolladas.,* Mayor a 2 años en desarrollos de software usando Java    Conocimientos  * Lenguaje de programación Java  * Frameworks:   Primefaces(Obligatorio)   JSF   AJAX   CSS3   HTML5   JQuery   XML  * Servidor de aplicaciones Web Logic (Deseable)  * IDE's:   Netbeans   Eclipse  Base de datos:  * Oracle: Uso intermedio de PLSQL.,Ingeniería de software
153,Programador JAVA,Realizar las funciones     Análisis   Desarrollo   Pruebas,Experiencia mínima de 1.5 años en Proyectos en tecnologías J2EE  JSP  Struts  Spring  Ajax  Javascript  Jquery  Web Service  Experiencia mínima de 1 años en BD oracle  stored procedure  funciones  etc.  Experiencia mínima de 1 años en el análisis y diseño de sistemas con UML.  Conocimiento de Servidores de Aplicaciones Tomcat 5 en adelante  etc.  Conocimiento en Erwin  Rational Rose  Manejo de IDE: MyEclipse  JDeveloper.,Ingeniería de software
189,Practicante MERCADO PERSONAS  CVM,1. Procesamiento y validación de Bases de datos  análisis de la cartera de clientes en términos de encontrar comportamientos y variables que permitan iniciativas de mejora o desarrollo de campañas.  2. Apoyo en la actualización de presentaciones y cálculo de métricas de la operación.  3. Conocer y aplicar las variables de Segmentación en la gestión de la cartera de clientes así como del mercado.  4. Apoyar el seguimiento para establecer el adecuado desempeño de los canales en términos de capilaridad y productividad.  5. Soporte en la implementación de campañas de mantenimiento y comunicación sobre el comportamiento de usuarios de acuerdo a la segmentación de los mismos.  6. Soporte en la coordinación entre las áreas funcionales., Buen manejo de base de datos.   Inglés: Nivel Intermedio/Avanzado.   Paquete de Office: Nivel Avanzado.   Orientación a manejo de Bases de datos y Datamining o Inteligencia de negocios.,Sistemas de información
198,Desarrollador Web PHP,Interacción directa con el cliente para identificar la aplicación de requerimientos.  Determinar la mejor manera para implementar los requerimientos en código.  Demostrarle al cliente el comportamiento del software.  Programación con PHP  html5  JScript  jquery  css3    Se ofrece: capacitaciones  línea de carrera  contrato indefinido por planilla  EPS al 100%  excelente clima laboral.,Conocimientos y experiencia en PHP  html5  css3.  Experiencia con servidores web.  Interés y conocimientos por Metodologías ágiles.,Ingeniería de software
218,Pranticante de Ing. Informática (Contraloría),Apoyar en la revisión de controles generales de tecnología de información y controles de aplicación de los procesos de negocio.  Asistir al equipo de Auditoría en la aplicación de técnicas de auditoría asistidas por computadora.  Apoyar en el análisis de datos y generación de información de soporte para la ejecución de auditorias.  Colaborar en el mejoramiento continuo de la gestión administrativa de la Unidad y de la Universidad.,Conocimiento de COBIT  ITIL  ISO 27000 y manjo de ALC (Deseable)  Inglés Nivel Intermedio.  Buena Redacción.  Ser analítico  proactivo  dinámico  adaptable al cambio.,Tecnologías de información
220,Practicante de Auditoría de Sistemas,Apoyo en el área de Auditoría de Sistemas.,Conocimientos en seguridad de infraestructura  plataformas de TI (UNIX/AIX/Windows/As400/mainframe)  bases de datos  desarrollo de sistemas  implantación de software.  Experiencia en manejo de altos volúmenes de datos con cualquier herramienta disponible (SQL. ACL  IDEA  etc).,Tecnologías de información
239,Analista Funcional  Visual Basic 6 .NET,En la actualidad nos encontramos en la búsqueda de jóvenes profesionales o estudiantes de últimos ciclos de la carrera de Ingeniería de Sistemas  Informática o afines  técnicos o universitarios para integrarse a una prestigiosa empresa multinacional.  Buscamos profesionales con experiencia para desempeñarse como Analistas Funcionales  Visual Basic 6 .NET para integrarse a una prestigiosa empresa multinacional.  Funciones:   Análisis de requerimientos funcionales y elaboración de diseños técnicos.   Lideras pequeños equipos llevando a cabo buena organización  delegando responsabilidades así como haciendo seguimiento de los módulos.,Mínimo contar con 3 a 4 años realizando analizar de requerimientos  programar de actividades dirigidas al diseño de soluciones de desarrollo bajo la herramienta Microsoft .NET.  Conocimiento en desarrollo web en Vb 6  manejo de base de datos sql 2005 y/u Oracle 10g  vb6 .net  Deseable conocimiento de Ingles a nivel básico  intermedio.  Se valorará experiencia en el rubro de Banco y/o Seguros.,Ingeniería de software
242,Analista C++,Accenture es una empresa global de consultoría en management  servicios de tecnología y outsourcing. Combinando una experiencia incomparable  amplias capacidades en todas las industrias y funciones de negocios y una amplia investigación respecto de las empresas más exitosas del mundo.  Nos encontramos en la búsqueda de un profesional de sistemas con experiencia en elaboración del diseño técnico y documentación  análisis de requerimientos y programación para desempeñarse como Analista Programador.,Elaboración del diseño técnico y documentación  análisis de requerimientos  programación y haber participado en pases a producción.  Mínimo contar con 2 a 3 años realizando funciones de programación con C++.  Experiencia en elaboración del diseño técnico y documentación  análisis de requerimientos  programación y haber participado en pases a producción.  Se valorará experiencia en el rubro de Banco y/o Seguros.,Ingeniería de software
274,IT Engineer,Objective: Responsible for physical and virtual infrastructure  directory and collaboration services  storage and data recovery. Configuring  monitoring and maintaining core infrastructure  datacenter  Servers operating systems  hardware upgrades  user account management  troubleshooting.    Skills:   Implementing  Configuring and Administering Windows Server Infrastructure (Active Directory  LDAP  Networking DHCP  DNS  Applications  Services)   Exchange Server administration.   Vmware vSphere Implementing  Configuring and Administering. (ESXi  vCenter  deploymanagemigrate VMs)   Installing and supporting servers and datacenter systems  including server platforms  NAS  UPS  environmental  disaster recovery and physical security.   IT Project Management experience.   Networking skills: TCP/IP  Name Resolution  Ethernet  switching and routing basics., English level: Intermediate.   3 years of experience.,Tecnologías de información
280,Ingeniero Senior de SoftwareJava,Monitoreo  supervisión y seguimiento a las tareas de los ingenieros de software y de los proyectos asignados.  Responsable de la entrega de artefactos de software con alta calidad y bajo defecto.  Promover las prácticas de Ingeniería según los procedimientos del área de Ingeniería de Software.  Administración y gestión del repertorio de código fuente de los proyectos.  Implementación de los proyectos de software según especificaciones del área de Ingeniería de Software.  Otras funciones relacionadas a la posición.,Egresado de Ingeniería de Sistemas o Informática.  Certificación Java. (Deseable)  Mínimo 1 año de experiencia habiendo liderado equipos de trabajo.  Experiencia de trabajo con los marcos de SDLC como: Kanban  SCRUM o cualquier desarrollo de software Ágil de ciclo de vida. (Deseable)  Experiencia mínima de 5 años como Ingeniero de software de aplicaciones web y servicios de backend (Orientados a SOA)  Conocimiento Avanzado en aplicaciones Java Web J2EE y uso de OPEN SOURCE  Experiencia en FRAMEWORKS como: SPRING  ORM (Hibernate)  JMS y MAVEN.  Conocimiento Avanzado en BASE DE DATOS como: MySQL y ORACLE.  Experiencia en Patrones de Software Empresariales (Business Software Patterns)   en Análisis y Diseño orientado a Objetos utilizando UML 2.X y patrones de diseño.  Conocimiento con prácticas de Ingeniería de Software como: integración continua  pruebas unitarias (TDD) y análisis de código estático.,Ingeniería de software
282,Experto en Sistemas de Soporte de Operaciones (Junior), Gestionar la ejecución de la puesta en marcha de las plataformas de operación para servicio.   Mantener el correcto funcionamiento de las aplicaciones para soportar la visualización de las plataformas de servicio.   Atención de incidencias de los servicios de monitoreo  pudiendo encaminarlas  escalarlas o resolverlas.   Seguimiento de incidencias escaladas relacionadas al monitoreo de los servicios colocados a producción   Soportar los procesos y flujos operativos para la presentación de los servicios.   Identificación de soluciones tecnológicas a requerimientos y tendencias de mercado., De preferencia  contar con estudios de redes de Telecomunicaciones  Gestión de Redes  Plataformas de SW para soluciones de Gestión.   Sólida experiencia y conocimiento de sistemas de administración de redes de datos.   Experiencia en mesas de ayuda como soporte técnico.   Experiencia laboral mínima de 2 años en el Desarrollo de Sistemas de Gestión y Administración de Redes de Datos.   Ser una persona con habilidad analítica  que muestre ser proactivo y con iniciativa.   Persona organizada  proactivo  investigador  de compromiso con los resultados  capacidad de trabajo en equipo.   Manejo avanzado de Sistemas Operativos Microsoft Windows  Linux.   Buenos conocimientos de TCP/IP y Firewalls Cisco.,Tecnologías de información
286,ANALISTA DE DESARROLLO DE SISTEMAS JAVA,Misión: Planificar  analizar y ejecutar los requerimientos de negocio proporcionando una solución tecnológica a fin de cubrir las necesidades de los usuarios que permita alcanzar los objetivos estratégicos de la organización.    Funciones:    Evaluar las solicitudes de proyecto con el propósito de darle una solución técnica y funcional.     Estimar tiempos de programación para los procesos a implementar.    Proporcionar los documentos funcionales y técnicos. a calidad para el pase a producción.    Desarrollar los programas adecuados para darle solución a los casos de negocio a implementar.,Excel Nivel Avanzado.    LENGUAJE DE PROGRAMACIÓN: JAVA    DESEABLE. HERRAMIENTA: MONITOR. MODULO: ACRM  CORE.    EXPERIENCIA DESEABLE EN ENTIDADES BANCARIAS.  Experiencia de 2 a 4 años en puestos similares.,Ingeniería de software
287,Analista de Desarrollo de Sistemas .NET,Misión:  Planificar  analizar y ejecutar los requerimientos de negocio proporcionando una solución tecnológica a fin de cubrir las necesidades de los usuarios que permita alcanzar los objetivos estratégicos de la organización.    Funciones:    Evaluar las solicitudes de proyecto con el propósito de darle una solución técnica y funcional.  Estimar tiempos de programación para los procesos a implementar.  Desarrollar los programas adecuados para darle solución a los casos de negocio a implementar.,Excel Nivel Avanzado.    LENGUAJE DE PROGRAMACIÓN: .NET/ JAVA    DESEABLE. HERRAMIENTA: MONITOR. MODULO: ACRM  CORE.    EXPERIENCIA DESEABLE EN ENTIDADES BANCARIAS.  Experiencia de 2 a 4 años en puestos similiares.,Ingeniería de software
289,Experto en Sistemas de Soporte de Operaciones (Senior), Gestionar la ejecución de la puesta en marcha de las plataformas de operación para servicio.   Mantener el correcto funcionamiento de las aplicaciones para soportar la visualización de las plataformas de servicio.   Atención de incidencias de los servicios de monitoreo  pudiendo encaminarlas  escalarlas o resolverlas.   Seguimiento de incidencias escaladas relacionadas al monitoreo de los servicios colocados a producción   Soportar los procesos y flujos operativos para la presentación de los servicios.   Seguimiento de los indicadores de gestión.   Identificación de soluciones tecnológicas a requerimientos y tendencias de mercado.   Análisis de datos y tendencias teniendo en cuenta estadísticas de los servicios.      Nota: Postulantes deberán registrarse en www.cartapase.com para ser considerados y participar del proceso de selección, De preferencia  contar con estudios de redes de Telecomunicaciones  Gestión de Redes  Plataformas de SW para soluciones de Gestión.   Sólida experiencia y conocimiento de sistemas de administración de redes de datos.   Experiencia en mesas de ayuda como soporte técnico   Experiencia laboral mínima de 5 años en el Desarrollo de Sistemas de Gestión y Administración de Redes de Datos.   Ser una persona con habilidad analítica  que muestre ser proactivo y con iniciativa.   Persona organizada  proactivo  investigador  de compromiso con los resultados  capacidad de trabajo en equipo.   Manejo avanzado de Sistemas Operativos Microsoft Windows  LinuxBuenos conocimientos de TCP/IP y Firewalls Cisco.   Buenos conocimientos de SMPP  SSH  Bash  Perl  Tomcat  Apache.   Dominio de comandos PL/SQL.   Manejo de herramientas en gestión de tareas (MANTIS y JIRA)  opcional.,Tecnologías de información
293,Desarrollador Web PHP,Interacción directa con el cliente para identificar la aplicación de requerimientos.  Determinar la mejor manera para implementar los requerimientos en código.  Demostrarle al cliente el comportamiento del software.  Programación con PHP  html5  JScript  jquery  css3.    Se ofrece: capacitaciones  línea de carrera  contrato indefinido por planilla  EPS al 100%  excelente clima laboral.,Conocimientos y experiencia en aplicaciones con PHP  html5  css3.  Experiencia con servidores web.  Interés y conocimientos por Metodologías ágiles.,Ingeniería de software
307,Analista Visual Basic 6 .Net,Nos encontramos en la búsqueda de un profesional de sistemas con experiencia realizando análisis de requerimientos y diseño de soluciones de desarrollo e implementación con la herramienta Microsoft .NET. para desempeñarse como Analista Visual Basic 6 .Net, Mínimo contar con 2 a 3 años realizando el analisis de requerimientos  diseño de soluciones de desarrollo e implementación y reportar los avances con herramienta Microsoft .NET.  Conocimiento en desarrollo web en Vb 6  manejo de base de datos sql 2005 y,Ingeniería de software
318,Analistas Desarrolladores,1. En Programación e Implementación.  a. Construcción de aplicativos basados en arquitectura cliente/servidor y en web.  b Analizar  diseñar e implementar sistemas de información.  c. Ejecutar pruebas unitarias  de integración y de sistema.  d Impartir capacitaciones a los usuarios y personal de los sistemas desarrollados.    2. En Documentación de Sistemas.  a. Elaboración de documentación.  b. Efectuar previa evaluación  el mantenimiento y/o actualización de los sistemas.  c. Efectuar actualizaciones  migraciones y reportes de información solicitadas para la implementación de sistemas.,Experiencia en el uso de herramientas de desarrollo de software bajo plataforma web (VB.Net ASP.Net ).  Conocimiento del ciclo de vida de desarrollo de software.  Experiencia en el Desarrollo de aplicaciones web bajo el enfoque PMI.  Conocimiento en Modelado y diseño de base de datos SQL Server.,Ingeniería de software
332,Desarrollador Web PHP,Skills required.  Advanced knowledge of PHP and HTML 5.  Experience with PHP frameworks  unit test and documentation.  Advanced knowledge of design patterns and architecture.  Advanced knowledge of SQL instructions and databases in general.  General knowledge of templates and content management system (CMS).  General knowledge of security and optimization.  Advanced knowledge of frontend technologies (preferably).  Advanced english language skills (preferably).,Bachelor's degree in computer science  systems  software engineering or related fields (preferably).  4 or more years of experience in similar position,Ingeniería de software
342,Analista de procesos,Realizar el análisis y el diagnóstico de procesos para la implementación de mejoras.  Liderar los proyectos de mejora de procesos.  Apoyar en el análisis y definición funcional de proyectos de tecnología.,Experiencia de 2 años desempeñando funciones similares  de preferencia en empresas de servicios.  Conocimientos sobre mejora de procesos o proyectos  de preferencia con diplomado o especialización.,Sistemas de información
366,Practicante de Desarrollo Web,"Mejoras y cambios en la plataforma  Tests de nuevos cambios  Documentación de la plataforma  Desarrollo de nuevas funcionalidades y corrección de bugs""","Hábil resolviendo problemas  Manejo de algoritmos de búsqueda  ordenación y estructura de datos  Experiencia en al menos uno de los siguientes lenguajes: PHP  Java  C++  C#  De preferencia haber participado en concursos de programación como ACM  ICPC  Google Code Jam  Facebook HackerCup  Topcoder  etc.""",Ingeniería de software
374,Analista Programador Java  Spring, Programar aplicaciones Web utilizando FrameWorks:  * Spring.  * Hibernate.  * JSF.   Analizar y diseñar bajo la Notación UML y conocimientos de metodología RUP OO.   Elaboración de Especificación Funcional y Técnica.,. Conocimientos y experiencia desarrollando con Spring  Hibernate.  . Conocimientos en Oracle PL/SQL .  . Conocimiento de Software: NetBeans  Eclipse.,Ingeniería de software
