Job Id,Job Title,Job Description,Job Qualifications,Job Category
61,Ingeniero Senior de Redes,Axcess Financial  empresa transnacional del Grupo CNG Holdings líder a nivel mundial en la industria de servicios financieros  requiere para su área tecnológica un Ingeniero Senior de Redes.    Funciones:  Ingeniero / Mantener una compleja red de apoyo a las redes de distribución  basado en el sistemas de producción Cloud  la infraestructura de VoIP y las redes de comunicaciones de video.  Planificar  diseñar e implementar una red de alta calidad QoS habilitando una infraestructura backoffice.  Evaluar  recomendar y seleccionar los equipos de red  servicios y proveedores  Analizar y solucionar fallas de las redes de comunicación y los bottlenecks.  Establecer políticas  procedimientos  programas de seguimiento y administrativas necesarias para garantizar el objetivo de la operación del ‘99.99% de disponibilidad'.  Diseño de la arquitectura en: mantener y gestionar una infraestructura de red en toda la empresa  tales como ámbito privado la producción cloud multinodo  la huella global de tienda al por menor  sitios de comercio electrónico  las redes B2B  la informática móvil  los centros de llamadas  VoIP complejo y de vídeo.  Mantener la documentación detallada y precisa de todos los entornos de red  que incluye la documentación conceptual  lógica y física.  Participar en el programa de soporte on call 7x24 de apoyo a las operaciones.,Egresado de Ing. De Sistemas  Informática  Telecomunicaciones o Electrónica.  5 + o más años de experiencia en diseño y ejecución de enrutamiento de redes de VoIP  incluyendo la experiencia práctica trabajando con OSPF  EIGRP o BGP HSRP  5 + o más años de experiencia en diseño y ejecución de redes L2 incluyendo experiencia de trabajo con STP  RSTP  PAgP o LACP  3 + o más años de experiencia práctica con el sistema de monitoreo a nivel empresarial como SolarWinds  Zenoss  etc  Sólida comprensión de tecnologías LAN / WAN y herramientas de software para monitorear el desempeño y resolución de problemas.  Redes TCP / IP y la experiencia para solucionar problemas en varios entornos de sistema operativo  Experiencia con MGCP  H323  SIP  línea de productos Cisco y fluidez en el lenguaje de secuencias de comandos  al menos uno.  Conocimiento experto en Frame Relay  MPLS  VPN  ATM  ISDN  Sólida comprensión de la infraestructura de red que ejecute VoIP  QoS  SIP  MGCP  H323  videoconferencia y video streaming  Experiencia en el establecimiento de políticas  procedimientos  software de red y los estándares de hardware  estándares de documentación  La experiencia con variantes Asterisk PBX  por ejemplo Trixbox  etc  Experiencia en la administración y el despliegue de red de balanceadores de carga  las soluciones comerciales  tales como Cisco CSS  BigIP F5  y Citrix NetScaler y soluciones de código abierto como NGNIX  barniz  y Zen.  La exposición a algunas de las siguientes herramientas: Snort  Nessus  nmap  ntop  Pro NA / Sniffer  snoop  tcpdump  Ethereal y otras redes de código abierto y aplicaciones de seguridad.  Dominio del Inglés a nivel Intermedio.,
62,Analista Senior de Negocios,Axcess Financial  empresa transnacional del Grupo CNG Holdings líder a nivel mundial en la industria de servicios financieros  requiere para su área tecnológica un Analista Senior de Negocios.    Funciones:  Capturar requerimientos  analizarlos  clasificarlos y gestionarlos.  Documentar especificaciones de casos de uso.  Ser el nexo entre la empresa y el departamento de desarrollo de Informática.  Trabajar en colaboración con los stakeholders de negocio y el equipo técnico (Arquitecto  Ingenieros de Software  Ingeniero de QA e Ingeniero UI/UX) en la traducción de los requerimientos documentados de la empresa a documentos técnicos.  Colaborar con las partes interesadas y los usuarios de la empresa  para generar la documentación de requerimientos de la empresa para los cambios del sistema.  Proporcionar las decisiones de los requisitos de la empresa para avanzar a la siguiente etapa del SDLC.  Colaborar con los Usuarios de la empresa y el Gerente de Proyectos para gestionar los requisitos y el análisis del software de ingeniería y equipos de control de calidad.  Proporcionar apoyo durante las pruebas de control de calidad (QA) y pruebas de aceptación del usuario (UAT).  Actuar como enlace entre los usuarios finales y el equipo técnico e informática (TI) durante los ciclos de prueba.  Analizar el perfil estratégico de la organización y su entorno  asesorando a altos operativos y de gestión de soluciones técnicas adecuadas.  Desarrollar  gestionar y mantener los documentos de casos de la empresa y sistema que se van a utilizar como entrada principal para el desarrollo y las actividades de control de calidad.  Estar a cargo del mantenimiento de las herramientas de seguimiento de errores durante el UAT  creando y actualizando los reportes de problemas.,Egresado de Ingeniería de Sistemas y/o Informática.  Experiencia mínima de 4 años como Analista de Proyectos  Analista Funcional  Analista de Negocios y/o Afines.  Conocimiento y experiencia en uso de Arquitectura Orientada a Servicios (SOA) y tecnologías relacionadas. (Plus)  Conocimiento y experiencia en metodologías Agiles de SDLC (Obligatorio)  Conocimiento y experiencia en el uso de herramientas de modelado de procesos de negocio (Plus).  Conocimiento y experiencia en UML. (Obligatorio).  Experiencia y conocimiento en desarrollo de planes de UAT (Obligatorio)  Implementación de pruebas del sistema con los usuarios.  Experiencia en gestión de requerimientos. (Obligatorio)  Orientado a detalles  capacidad para trabajar bajo tensión  Organización  Comunicación  Relaciones Interpersonales  Solución de problemas  mejora de procesos.  Nivel de Inglés Avanzado,
80,Jefe Académico,Coordina la correcta y oportuna ejecución de las actividades académicas  asegurando el cumplimiento de los estándares de calidad de la Dirección Académica.  Supervisa el desarrollo del itinerario pedagógico de las áreas de acuerdo al sistema modular basado en competencias.  Coordina el desarrollo de las PPP alineado con el sistema modular.  Participa en la elaboración del PE y presupuesto de la DA.  Supervisa la correcta y oportuna ejecución presupuestal de las áreas académicas.  Propone las modificaciones reglamentarias y de normas académicas de la dirección académica  Participa en las reuniones del Comité Académico IPAL.  Representa interna y externamente a las áreas académicas y promueve su imagen  incluyendo los sectores o gremios profesionales  académicos y educativos  Gestiona las estrategias para el desarrollo y capacitación del equipo docente.  Coordina la evaluación permanente de los docentes de las áreas  en coordinación con el área de GDH y la Dirección Académica.,Mínimo 2 años en puestos similares,
86,QA Engineer II,Diseño y creación de los casos de pruebas manuales y automáticos  así como configuración de ambientes de prueba.  Mantenimiento y actualización de los planes de pruebas.  Creación  mantenimiento y actualización de ambientes de prueba.  Montaje  actualización y mantenimiento de la documentación de procesos realizados para el registro de resultados de las pruebas., Más de un año de experiencia en actividades de pruebas de software de aseguramiento de calidad.   Experiencia práctica con pruebas de caja negra.   El conocimiento de la creación / diseño de casos de prueba.   Deseable experiencia en la ejecución de los ciclos de pruebas funcionales  de regresión  el humo  la cordura  la seguridad y las pruebas de rendimiento.   Deseable experiencia en la prueba completa.   Deseable experiencia práctica con las herramientas de gestión de casos / bug de prueba como TestLink  Quality Center  Jira  Bugzilla y otros.   Deseable experiencia con herramientas de automatización de pruebas como BadBoy  JMeter  selenio o Watir.   Conocimiento en Linux y Base de Datos   Conocimiento de los principios utilizados en el diseño de sistemas escalables,
96,Practicante de Producción,Apoyo en la elaboración de documentación para la formación del nuevo departamento de producción  procedimientos  etc.  Seguimiento a la solución de incidentes y requerimientos relacionados con el servicio de respaldo TSM.  Apoyo en la recopilación de información para las tareas de implementación de mejoras al servicio de respaldo TSM.  Asegurarse del óptimo y correcto funcionamiento de las pcs de los operadores.  Apoyo eventual en las tareas de seguimiento de backup en sucursales y rotulado de cintas para backup en Operaciones.,Estudiante de la carrera universitaria de Ingeniería de Sistemas.  Conocimiento de MS Office (MS Word  MS Excel  MS Power Point)  Conocimiento del idioma inglés a nivel intermedio.,
111,Analista Programador,Realizar el análisis  diseño  desarrollo y control de los proyectos  que le sean asignados.  Analizar  diseñar  desarrollar  probar e implementar las soluciones de software destinadas a atender los requerimientos del proyecto que le correspondan.  Administrar y velar por la correcta documentación de los proyectos que le sean asignados.  Realizar propuestas de valor que permitan disminuir la carga operativa  reducir los costos y mejorar los procesos con el uso de la tecnología.  Realizar el seguimiento e informar del estado de los proyectos.,Conocimiento Avanzado en lenguajes de programación VBasic y .net.  Conocimiento avanzado de Microsoft SQL 2005  2008  Conocimiento avanzado de Crystal Report  Conocimiento de RUP y notación UML  Conocimiento MSOffice avanzado   Experiencia en Análisis  Diseño y Desarrollo de Proyectos de TI  Experiencia laboral mínima de tres (03) años como Analistas programador de aplicaciones comerciales  financieras  contables.  Experiencia de 2 años en manejo de base de datos SQL   Mínimo 3 años de experiencia como Analista Funcional o Analista de ERP.  Experiencia en la aplicación de metodologías de Desarrollo y/o Mantenimiento de Sistemas basado en RUP y notación UML.,
122,Practicante de Getsión de Clientes,Generación de listas de clientes para desarrollo de campañas comerciales del producto tarjetas de crédito.  Creación y seguimiento de tableros de control teniendo en cuenta los indicadores de gestión.  Segmentación de clientes.  Análisis de las campañas dirigidas a tarjetas de crédito.,Conocimiento de Base de Datos (Oracle y/o SQL Server).  Deseable conocimientos de Business Inteligence.,
123,Analista de Información y Desarrollo Web,Nuestro cliente  Telefónica Móviles  se encuentra en la búsqueda de un Analista de Información y Desarrollo Web.    Principales Responsabilidades:    Desarrollo en web: ASP .net  PHP  Java  etc.    Manejo de BDs  business intelligence  integration service  analysis service  reporting service  generación de querys y vistas en SQL Server.    Implementación y mantenimiento de Reportes de Venta y Balance Score Card.    Análisis Comercial.,Experiencia mínima de 1 año desarrollando e implementando aplicativos web  además de administrar la información y consolidarla en reportes de gestión comercial.  Programación Web (Indispensable)     ASP .net Avanzado.    Java Avanzado.    Oracle o SQ,
128,Trainee Java,Accenture es una empresa global de consultoría en management  servicios de tecnología y outsourcing. Combinamos una experiencia incomparable  amplias capacidades en todas las industrias y funciones de negocios y una amplia investigación respecto de las empresas más exitosas del mundo.  Siendo su principal función el diseño y desarrollo de aplicaciones en base al requerimiento del cliente., Deseable experiencia mínima de 1 año en manejo de herramientas Java (J2EE).   Disponibilidad completa.,
131,Analista de Networking,Atender incidencias en redes de clientes con servicios de datos WAN y LAN.  Brindar soporte especializado a soluciones de comunicaciones WAN y LAN.  Realizar análisis y evaluación de la performance de las redes de comunicaciones de los clientes  proponer mejoras  elaborar informes de incidencias  implementación de maquetas para pruebas piloto  etc.  Análisis e identificación de causa raíz en fallas complejas y reiterativas en los servicios de datos WAN y LAN  Dar soporte de tercer nivel en redes de comunicaciones (Core y Acceso) a personal de campo y Clientes.,De 02 años de experiencia haciendo operaciones de Troubleshouting. Experiencia en Análisis  evaluación y diagnostico de redes de datos (Networking LAN y WAN).,
133,Gerente de TI,Gestionar el desarrollo de nuevos productos y servicios tecnológicos con innovaciones que permitan crear valor y competir de una mejor manera en el mercado  garantizando que los servicios brindados a la Empresa Financiera contribuyan al logro de los objetivos estratégicos.,8 años de experiencia profesional  de los cuales 5 años en cargos de dirección en áreas de Sistemas  gestionando la implementación de software y sistemas de información en el sector financiero. Con conocimientos en metodologías Itil  Cobit  PMI/PMP  TCP  Arquitectura y Desarrollo de Software  Infraestructura y Redes  diseño y programación.  Deseable haber desarrollado una línea de carrera que abarca:   3 años como Jefe de TI.   2 años como Jefe de Seguridad Informática/Jefe de Proyectos Informáticos.   2 años como Analista / Programador / Desarrollador.,
135,Senior Software Developer or Team Leader,México Development Center  Guadalajara Real Application Cluster (RAC) Development Description The Oracle cluster development team is involved in research  design and development of software infrastructure that enables the Oracle Database to run in a cluster. The main task is to work with the locking infrastructure and group services across the cluster. We strive to develop high quality software using state of the art techniques and a world class software development process. In order to meet our goals  our algorithms need to be sleek  efficient  fault tolerant and often novel enough to merit filing for patents. A single failure cannot bring the whole subsystem down. Although our team is part of a large division in a large corporation we strive to maintain a small company swiftness  spirit and fun. We are looking for smart  curious  creative and motivated people to make significant contributions.  Our ideal candidates should have expertise in: * Advanced C programming * Strong knowledge on operating systems (UNIX) * Strong knowledge on data structures and algorithms * Testing techniques * Designing software that uses parallelism techniques * Distributed Systems * Excellent verbal and written communication skills to work in a geographically distributed team. * Process Scheduling *TCP / UDP Abilities *Develop complex scalable systems. *Make decisions to balance risks and reduce the probability of failures Brief Design  develop  troubleshoot and debug advanced software programs for Oracle Database. Detailed As a member of the software engineering division  you will take an active role in the definition and  evolution of standard practices and procedures. You will be responsible for defining and developing software for tasks associated with the developing  designing and debugging of software applications or operating systems. Specify  design and implement changes to existing software architecture to meet changing needs.,Requirements Work is nonroutine and very complex  involving the application of advanced technical skills in an area of specialization. As a principal team member should provide directions and mentoring to others. Solid C language knowledge with experience using data structures (list  arrays  records  stacks  queues and tress). A BS or MS degree or equivalent experience relevant to functional area. 7+ years of software engineering or related experience. For this specific position the area is considering candidates with PhD. Or Magister related with IT or Computer Science. Nice to have * Experience managing small teams * Oracle Database knowledge * Experience working in Geographically distributed teams * Cluster development experience * Generic optimization algorithms * Heuristic techniques,
156,Practicante Riesgos de sistemas, Apoyar al equipo de trabajo en el proceso de auditoría de sistemas   Manejar el Software Team make (Software número 1 en auditroía interna),no indispensable,
158,Supervisor de los Procesos y Monitoreo del Call Center del Estudio de Egresados PUCP,Levantar y documentar los procedimientos del trabajo del call center.  Realizar la supervisión del desempeño de trabajo monitorieandolos permanentemente.,Experiencia en Call Center.,
159,Analista de Calidad,Empresa multinacional  especializada en brindar soluciones de negocio basadas en tecnología de la Información  con presencia en el mercado  se encuentra en la búsqueda de un nuevo colaborador para su staff de profesionales.  Capacidad de análisis para poder entender la parte funcional y técnica de la solución.  Uso de herramientas de Pruebas de Stress., Experiencia mínima de 01 año realizando pruebas de control de calidad.  Experiencia comprobada realizando pruebas Internas (pruebas de instalación  integración  funcionales  regresión  rendimiento y stress).  Deseable conocimiento de tecnologías como ,
167,Ejecutivo Comercial,Búsqueda e incorporación de nuevos clientes.  Manejo de cartera de clientes actuales (Retail – Industria).  Rentabilizar base de clientes.  Identificar nuevos mercados y oportunidades de negocios.  Apoyar en la post venta y brindar respuesta correcta a los clientes.  Visitar y mantener una comunicación constante con los clientes.  Manejo de presentaciones  presupuestos y casos de negocio.  Apoyo en temas administrativos en filial local.,Experiencia mínima de dos años en venta de productos y/o soluciones tecnológicas.  Conocimiento de técnicas de ventas.  Manejo de office a nivel usuario.,
172,Asistente / Programador C++,En la actualidad nos encontramos en la búsqueda de jóvenes profesionales o estudiantes de últimos ciclos de la carrera de Ingeniería de Sistemas  Informática o afines  técnicos o universitarios para integrarse a una prestigiosa empresa multinacional.  Nos encontramos en la búsqueda de un profesional de sistemas con experiencia realizando funciones de programación y diseño con C++ para desempeñarse como Asistente / Programador.,Mínimo contar con 1 a 2 años realizando funciones de programación y diseño con C++.  Se valorará experiencia en el rubro de Banco y/o Seguros.  Titulado Universitario y/o técnico en Sistema  Informática y/o afines.    ¿Qué ofrecemos como empleador?  Desafíos. Equipo. Capacitación. Reconocimientos. Crecimiento. Motivación. En Accenture ponemos a tu disposición todos nuestros recursos  para que llegues tan lejos como te lo propongas. Si es esto lo que buscás  Accenture es tu lugar.,
188,Practicante del área Técnica,Dar soporte al área técnica.  Revisar la programación semanal de los servicios técnicos.  Realizar seguimiento a las cotizaciones del área.  Actualizar los manuales de operación de las máquinas.  Atender los requerimientos de la Gerencia Técnica.,Residir en la zona sur de Lima  cerca a estación del Metro de Lima.,
194,Practicante de Sistemas,Desarrollar los diferentes proyectos y requerimientos solicitados por la empresa.  Apoyar en el soporte tecnológico a las diferentes aplicaciones de la empresa.  Brindar apoyo en las diferentes actividades del Analista de Sistemas.  Crear manuales y documentos referidos a los proyectos y requerimientos desarrollados en la compañía.  Apoyar en las capacitaciones de los usuarios finales.,Conocimiento en Visual Studio.Net  C#  Vb.net   SQL Server 2008. Deseable conocimiento en Excel  Reporting Services.  Mínimo de 3 a 6 meses en puestos similares.,
197,Especialista de Diseño y Desarrollo  Medios de Pago,Especialista en Programación de Cajeros  Desarrollo de encriptación de claves  Manejos y personalización de switch de comunicaciones  Participación en proyectos de canales de comunicación.,Experiencia deseable en el Área de desarrollo en Institución Financiera  Experiencia en Implementación de Soluciones para Terminales Puntos de Venta  POS  Cajeros Automáticos  ATM  PinPads  IVR.  Experiencia en Integración de Sistemas en banca Electrónica.  Conocimiento especializado de Cajeros.    Requisito indispensable:  Manejo de lenguajes de programación Cobol  Java y Oracle.,
199,Ingeniero de Calidad QA," Ser un jugador de equipo que trabaja remoto para un proyecto  definir  desarrollar e implementar planes y casos de prueba, también informar defectos y proponer mejoras.   Crear una relación profesional con los clientes y compañeros de equipo  basado en una buena capacidad de comunicación.",Una mezcla de habilidades creativas y lógicas  con especial enfoque en la orientación al detalle.   Solidas habilidades comunicativas y de investigación.   Capacidad para solucionar problemas de forma efectiva. Etiquetar e informar errores correctamente con fines de hacer seguimiento.   Experiencia en pruebas de regresión  funcional y manual  en la gestión de casos de prueba  herramientas de pruebas de rendimiento  preferentemente herramientas de automatización (como QTP)  etc.   Son deseables conocimientos de lenguajes de programación.   Nivel del idioma Inglés Intermedio / Avanzado.,
200,Soporte Técnico,Soluciones técnicas  mantenimiento y análisis de daños  presupuesto de hardware  mantenimiento de servidores  Exchange y Oracle básico.,Ingeniero de Sistemas  Electrónico o afín.  Grado alcanzado: Bachiller.  Mínimo 2 años de experiencia en Soporte Técnico con nivel avanzado.  Conocimientos en:  1. Plataforma Linux Red Hat / Suse.  2. Nivel de DBA en Oracle versiones 9  10 y 11g  3. Dominio de Idioma ingles hablado y escrito.  4. Dominio de herramientas ofimáticas.  5. Plataforma de Sistemas Operativos Windows 2008 / 2012  6. Nivel de DBA en Microsoft SQL Server 2003 y superior.  7. Herramientas de comunicaciones: Enlaces VPN  configuración de redes y enlaces. Firewalls Cisco e Isa Server (mandatorio) (Certificación CCNA)  8. Consultoría Técnica en ERP Oracle eBusiness Suite.  9. Administración / migración Exchange server 2010.,
204,Encargado de Almacén, Participar en el desarrollo de procedimientos.   Clasificar los materiales por rotación y costo.   Controlar la salida de materia prima del cliente interno y semielaborado.   Optimización del espacio.   Fiscalizar MPVS producto final.,REQUISITOS:   Egresado de la carrera de Ingeniería Industrial  Administración  Sistemas  Economía  o afines   Experiencia mínima de 3 años cumpliendo funciones similares  de preferencia en empresas del Sector de Construcción  Industrial o Retail.   Microsoft Office a nivel intermedio.   Conocimientos de SAP a nivel intermedio.   Manejo básico de ERP.   Conocimientos de inventarios y procesos.    OFRECEMOS:   Ingreso a planilla con todos los beneficios de ley.   Pertenecer a una empresa en constante crecimiento.   Agradable ambiente de trabajo.   Alimentación   Seguro Privado de Salud (EPS).,
214,Practicante Desarrollo SAP,La misión del cargo es apoyar en el proceso de implementación de automatizaciones y en la elaboración y actualización de documentación de apoyo del área.  Funciones específicas del cargo:   Levantar solicitudes de implementación de los usuarios con categoría de complejidad baja.   Apoyar en el análisis  elaboración y validación de requerimientos con categoría de complejidad baja.   Elaborar instructivos de apoyo y/o talleres para aquellas mantenciones que la requieran.   Informar a los usuarios por el pase a producción de mantenciones de complejidad baja.   Observar e interiorizar la implementación de mantenciones complejas  para asociación de conceptos y procesos.   Elaborar y mantener actualizado los manuales y documentos de apoyo del área.   Participar activamente en otras actividades encomendadas por su jefatura.   Competencias indispensables: Organización  multi tareas  comunicación a todo nivel.,Experiencia en Desarrollo Visual / Macros / Excel Avanzado / SAP.,
